Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
31.0,1.0,1.0,7.0,2.0,2.0,3.0,6.0,0.0,3.0,1.0,5.0,0.0,4.0,1.0,1.0,1.0,22511.0
37.0,0.0,2.0,9.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,22564.0
32.0,0.0,1.0,30.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,20309.0
34.0,1.0,3.0,7.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,22715.0
29.0,1.0,1.0,35.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,21384.0
30.0,1.0,1.0,20.0,2.0,2.0,3.0,5.0,1.0,4.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,22703.0
32.0,1.0,1.0,15.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,3.0,2.0,23102.0
36.0,0.0,1.0,29.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,17571.0
29.0,1.0,1.0,13.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,5.0,0.0,0.0,2.0,22347.0
35.0,1.0,1.0,11.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,23095.0
45.0,1.0,1.0,11.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,24611.0
41.0,1.0,1.0,13.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,0.0,3.0,1.0,1.0,2.0,20003.0
32.0,1.0,3.0,13.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,6.0,0.0,5.0,1.0,2.0,2.0,24138.0
36.0,1.0,3.0,15.0,2.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,21250.0
32.0,0.0,1.0,7.0,2.0,2.0,3.0,6.0,1.0,5.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,23681.0
50.0,0.0,1.0,9.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,37839.0
35.0,1.0,1.0,14.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,17269.0
33.0,0.0,3.0,11.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,7.0,0.0,1.0,1.0,2.0,2.0,24998.0
44.0,1.0,1.0,6.0,2.0,2.0,3.0,4.0,1.0,5.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,20033.0
46.0,0.0,1.0,9.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,35470.0
26.0,1.0,3.0,35.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,2.0,2.0,27317.0
34.0,1.0,1.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,21178.0
60.0,0.0,3.0,7.0,2.0,0.0,3.0,5.0,1.0,3.0,3.0,2.0,0.0,5.0,1.0,2.0,2.0,24151.0
30.0,0.0,1.0,8.0,1.0,1.0,3.0,4.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,19968.0
30.0,0.0,1.0,13.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,16274.0
27.0,0.0,1.0,13.0,1.0,2.0,2.0,4.0,1.0,5.0,0.0,6.0,0.0,3.0,0.0,1.0,2.0,22347.0
50.0,0.0,3.0,18.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,1.0,2.0,3.0,24208.0
46.0,1.0,1.0,13.0,2.0,2.0,3.0,4.0,3.0,5.0,0.0,6.0,1.0,3.0,0.0,1.0,3.0,31923.0
46.0,0.0,1.0,14.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0,2.0,25112.0
27.0,1.0,3.0,35.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,24950.0
33.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,20376.0
38.0,0.0,3.0,28.0,3.0,1.0,3.0,4.0,0.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,21651.0
35.0,0.0,3.0,6.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,1.0,0.0,3.0,23789.0
42.0,1.0,1.0,13.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,5.0,0.0,3.0,1.0,0.0,2.0,22347.0
25.0,0.0,1.0,18.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,22689.0
32.0,1.0,1.0,33.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,21589.0
33.0,0.0,1.0,7.0,2.0,2.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,20992.0
40.0,0.0,3.0,27.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,2.0,22805.0
39.0,1.0,1.0,15.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,20151.0
57.0,1.0,1.0,15.0,2.0,1.0,4.0,4.0,0.0,5.0,1.0,6.0,1.0,4.0,1.0,2.0,1.0,22935.0
27.0,1.0,2.0,32.0,2.0,1.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,21620.0
39.0,0.0,3.0,17.0,1.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0,24344.0
54.0,0.0,3.0,9.0,3.0,1.0,3.0,5.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,3.0,26203.0
38.0,1.0,1.0,21.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,26510.0
34.0,1.0,3.0,13.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,19538.0
34.0,0.0,1.0,9.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,22756.0
32.0,0.0,3.0,14.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,3.0,23998.0
32.0,1.0,1.0,16.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,29326.0
32.0,0.0,3.0,11.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,21524.0
38.0,1.0,1.0,13.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,18376.0
40.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,17342.0
32.0,1.0,1.0,18.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,5.0,1.0,3.0,1.0,2.0,1.0,21034.0
45.0,1.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,34202.0
31.0,1.0,1.0,31.0,2.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,21371.0
21.0,1.0,1.0,21.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,16232.0
36.0,1.0,1.0,18.0,3.0,0.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,23858.0
41.0,0.0,1.0,18.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,25001.0
50.0,0.0,3.0,6.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,21347.0
38.0,0.0,1.0,15.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,0.0,2.0,22347.0
39.0,0.0,1.0,30.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,28204.0
47.0,1.0,1.0,8.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,6.0,0.0,2.0,0.0,1.0,2.0,20070.0
42.0,1.0,2.0,7.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,37867.0
36.0,1.0,1.0,29.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0,5.0,1.0,3.0,3.0,30674.0
32.0,0.0,3.0,27.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,25610.0
42.0,1.0,1.0,8.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,2.0,21781.0
38.0,1.0,1.0,27.0,2.0,2.0,3.0,1.0,0.0,5.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,18564.0
31.0,1.0,1.0,9.0,2.0,0.0,3.0,6.0,1.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,24769.0
31.0,1.0,1.0,8.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,17695.0
38.0,0.0,1.0,9.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,7.0,0.0,2.0,0.0,2.0,2.0,23841.0
31.0,1.0,1.0,17.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,17356.0
39.0,1.0,1.0,13.0,2.0,1.0,3.0,5.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,22380.0
38.0,1.0,1.0,7.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,0.0,5.0,0.0,1.0,2.0,24671.0
33.0,0.0,3.0,12.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,25202.0
56.0,0.0,1.0,25.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,25063.0
36.0,1.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,20410.0
37.0,0.0,1.0,15.0,2.0,1.0,4.0,3.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,30391.0
40.0,1.0,1.0,31.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,22786.0
60.0,1.0,2.0,13.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,20945.0
36.0,0.0,1.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,17153.0
27.0,1.0,1.0,10.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,17517.0
58.0,1.0,3.0,36.0,3.0,2.0,3.0,5.0,4.0,3.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,32796.0
35.0,1.0,3.0,16.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,24392.0
51.0,1.0,1.0,36.0,2.0,2.0,3.0,5.0,4.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,35724.0
30.0,1.0,1.0,15.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,23734.0
33.0,0.0,1.0,7.0,2.0,1.0,4.0,5.0,0.0,4.0,1.0,8.0,0.0,3.0,0.0,3.0,1.0,21010.0
41.0,1.0,3.0,11.0,3.0,2.0,4.0,5.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,29533.0
53.0,1.0,1.0,7.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,38677.0
39.0,0.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,34197.0
38.0,0.0,1.0,15.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,18617.0
49.0,1.0,1.0,17.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,6.0,0.0,3.0,1.0,2.0,4.0,38343.0
31.0,0.0,3.0,8.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,24852.0
32.0,0.0,1.0,19.0,2.0,1.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,17743.0
34.0,0.0,3.0,17.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,5.0,0.0,3.0,1.0,2.0,2.0,23360.0
31.0,1.0,1.0,14.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,0.0,5.0,1.0,2.0,2.0,22169.0
53.0,0.0,3.0,8.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,22525.0
37.0,1.0,1.0,12.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,20974.0
28.0,1.0,3.0,15.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,20253.0
36.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,20228.0
46.0,1.0,3.0,16.0,3.0,2.0,4.0,4.0,3.0,5.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,29439.0
38.0,0.0,1.0,29.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,18633.0
38.0,0.0,3.0,26.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,0.0,1.0,3.0,26320.0
38.0,1.0,3.0,9.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,25609.0
45.0,1.0,1.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,34202.0
33.0,1.0,1.0,11.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,24840.0
54.0,1.0,1.0,31.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,0.0,3.0,0.0,2.0,3.0,25683.0
36.0,1.0,1.0,13.0,2.0,2.0,3.0,6.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,1.0,2.0,25324.0
60.0,0.0,3.0,34.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,0.0,1.0,1.0,0.0,3.0,25266.0
37.0,1.0,1.0,13.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,3.0,28664.0
39.0,0.0,1.0,28.0,3.0,0.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,0.0,3.0,25880.0
29.0,1.0,1.0,15.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,1.0,21988.0
60.0,1.0,1.0,13.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,6.0,0.0,5.0,1.0,0.0,4.0,34566.0
43.0,1.0,3.0,15.0,3.0,2.0,3.0,4.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,25503.0
59.0,1.0,3.0,31.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,22637.0
35.0,1.0,1.0,7.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,0.0,5.0,1.0,3.0,2.0,23003.0
36.0,1.0,2.0,15.0,1.0,2.0,4.0,4.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,2.0,1.0,23001.0
38.0,0.0,1.0,8.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,22347.0
41.0,1.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,5.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,23392.0
38.0,1.0,1.0,8.0,3.0,2.0,3.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,18424.0
34.0,0.0,1.0,6.0,2.0,2.0,3.0,3.0,0.0,5.0,1.0,6.0,0.0,1.0,1.0,2.0,1.0,17996.0
29.0,1.0,1.0,21.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,17340.0
34.0,1.0,1.0,14.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,0.0,4.0,0.0,1.0,2.0,21142.0
34.0,1.0,1.0,12.0,2.0,1.0,4.0,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,21589.0
51.0,1.0,1.0,7.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,36077.0
58.0,0.0,1.0,21.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,30787.0
42.0,0.0,3.0,17.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,24908.0
23.0,1.0,1.0,12.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,21006.0
30.0,1.0,3.0,11.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,24419.0
29.0,1.0,3.0,12.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,23586.0
20.0,1.0,1.0,9.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,18033.0
35.0,1.0,3.0,16.0,2.0,1.0,4.0,4.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,24392.0
33.0,1.0,1.0,12.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,28357.0
43.0,1.0,3.0,10.0,3.0,0.0,2.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,0.0,3.0,25231.0
29.0,1.0,1.0,14.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,20056.0
50.0,1.0,1.0,13.0,2.0,1.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,0.0,32644.0
36.0,1.0,1.0,29.0,2.0,2.0,3.0,6.0,0.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,22908.0
32.0,1.0,1.0,9.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,21725.0
38.0,1.0,3.0,16.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,23740.0
27.0,0.0,3.0,26.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,24981.0
32.0,0.0,3.0,14.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,3.0,23998.0
38.0,0.0,1.0,14.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,17133.0
51.0,0.0,1.0,6.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,22484.0
32.0,1.0,1.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,21373.0
34.0,0.0,1.0,7.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,24166.0
46.0,1.0,3.0,8.0,1.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,1.0,5.0,1.0,2.0,0.0,31872.0
31.0,1.0,3.0,34.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,23982.0
41.0,1.0,3.0,29.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,0.0,2.0,3.0,22082.0
32.0,1.0,3.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,21745.0
45.0,0.0,1.0,9.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,7.0,1.0,1.0,0.0,2.0,3.0,28887.0
46.0,1.0,3.0,27.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,23528.0
35.0,1.0,1.0,8.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,3.0,25274.0
31.0,1.0,1.0,29.0,3.0,2.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,20582.0
42.0,1.0,1.0,12.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0,0.0,5.0,1.0,1.0,2.0,25548.0
59.0,1.0,3.0,9.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,6.0,0.0,3.0,0.0,0.0,2.0,20171.0
37.0,1.0,1.0,11.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,2.0,2.0,24488.0
55.0,1.0,1.0,10.0,2.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,36457.0
36.0,0.0,3.0,16.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,24980.0
41.0,0.0,1.0,16.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,32181.0
28.0,0.0,3.0,7.0,3.0,2.0,4.0,4.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,25027.0
48.0,0.0,3.0,10.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,32448.0
43.0,1.0,1.0,20.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,7.0,0.0,4.0,1.0,1.0,2.0,24216.0
54.0,1.0,3.0,7.0,3.0,0.0,3.0,4.0,1.0,5.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,27059.0
49.0,0.0,1.0,16.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0,33665.0
34.0,1.0,3.0,15.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,25782.0
32.0,1.0,3.0,16.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,20396.0
38.0,0.0,1.0,13.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,19735.0
54.0,1.0,1.0,20.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,23128.0
33.0,1.0,1.0,9.0,3.0,0.0,4.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,23733.0
38.0,1.0,1.0,8.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,7.0,0.0,5.0,1.0,1.0,2.0,18448.0
38.0,0.0,1.0,12.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,5.0,1.0,1.0,1.0,22178.0
45.0,1.0,1.0,9.0,2.0,1.0,4.0,2.0,0.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,20689.0
44.0,1.0,1.0,34.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,7.0,0.0,5.0,1.0,2.0,1.0,23554.0
51.0,1.0,1.0,11.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,5.0,1.0,1.0,4.0,37822.0
38.0,1.0,3.0,35.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,22347.0
27.0,0.0,3.0,14.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,23726.0
52.0,1.0,1.0,9.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,22969.0
35.0,0.0,1.0,10.0,2.0,2.0,3.0,5.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,21657.0
43.0,1.0,1.0,7.0,2.0,1.0,3.0,5.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,24740.0
38.0,1.0,1.0,17.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,5.0,0.0,4.0,1.0,2.0,1.0,23358.0
44.0,1.0,3.0,34.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,28320.0
46.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,22379.0
32.0,1.0,3.0,14.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,21209.0
47.0,1.0,3.0,8.0,2.0,1.0,3.0,4.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,18294.0
32.0,0.0,1.0,10.0,3.0,2.0,3.0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,21743.0
28.0,1.0,1.0,15.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,17070.0
37.0,1.0,1.0,16.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,28744.0
35.0,1.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,22295.0
60.0,1.0,1.0,6.0,3.0,2.0,3.0,5.0,3.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,25883.0
24.0,1.0,1.0,23.0,2.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,17127.0
47.0,1.0,1.0,8.0,2.0,1.0,2.0,3.0,4.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,31752.0
